bigram,frequency,bigrams
"('plenty', 'space')",1,plenty space
"('space', 'actually')",1,space actually
"('actually', 'put')",1,actually put
"('put', 'wash')",1,put wash
"('wash', 'stuff')",1,wash stuff
"('stuff', 'often')",1,stuff often
"('often', 'overlooked')",1,often overlooked
"('breakfast', 'varied')",1,breakfast varied
"('washroom', 'facilities')",1,washroom facilities
"('varied', 'high')",1,varied high
"('standard', 'good')",1,standard good
"('good', 'coffee')",1,good coffee
"('coffee', 'good')",1,coffee good
"('good', 'poached')",1,good poached
"('eggs', 'particularly')",1,eggs particularly
"('particularly', 'liked')",1,particularly liked
"('facilities', 'plenty')",1,facilities plenty
"('great', 'washroom')",1,great washroom
"('tasty', 'many')",1,tasty many
"('quite', 'understand')",1,quite understand
"('many', 'different')",1,many different
"('different', 'types')",1,different types
"('types', 'food')",1,types food
"('food', 'european')",1,food european
"('european', 'american')",1,european american
"('american', 'italians')",1,american italians
"('italians', 'quite')",1,italians quite
"('understand', 'wife')",1,understand wife
"('standard', 'great')",1,standard great
"('nights', 'july')",1,nights july
"('july', 'staff')",1,july staff
"('professional', 'attentive')",1,professional attentive
"('attentive', 'room')",1,attentive room
"('comfortable', 'reasonably')",1,comfortable reasonably
"('reasonably', 'spacious')",1,reasonably spacious
"('spacious', 'cleaned')",1,spacious cleaned
"('forgetting', 'location')",1,forgetting location
"('naples', 'forgetting')",1,naples forgetting
"('enjoyable', 'naples')",1,enjoyable naples
"('found', 'enjoyable')",1,found enjoyable
"('play', 'ask')",1,play ask
"('ask', 'help')",1,ask help
"('help', 'breakfast')",1,help breakfast
"('breakfast', 'super')",1,breakfast super
"('super', 'yummy')",1,super yummy
"('yummy', 'service')",1,yummy service
"('hotel', 'older')",1,hotel older
"('older', 'inside')",1,older inside
"('inside', 'refreshed')",1,inside refreshed
"('refreshed', 'good')",1,refreshed good
"('good', 'scale')",1,good scale
"('scale', 'central')",1,scale central
"('central', 'good')",1,central good
"('good', 'shopping')",1,good shopping
"('shopping', 'walking')",1,shopping walking
"('walking', 'staff')",1,walking staff
"('well', 'stocked')",1,well stocked
"('time', 'play')",1,time play
"('take', 'time')",1,take time
"('shower', 'take')",1,shower take
"('beds', 'linens')",1,beds linens
"('service', 'paying')",1,service paying
"('paying', '700')",1,paying 700
"('700', 'spend')",1,700 spend
"('spend', 'hours')",1,spend hours
"('amenities', 'home')",1,amenities home
"('home', 'plus')",1,home plus
"('plus', 'beds')",1,plus beds
"('linens', 'soft')",1,linens soft
"('lights', 'using')",1,lights using
"('soft', 'comfy')",1,soft comfy
"('fast', 'friendly')",1,fast friendly
"('friendly', 'complaint')",1,friendly complaint
"('complaint', 'learning')",1,complaint learning
"('learning', 'curve')",1,learning curve
"('curve', 'controlling')",1,curve controlling
"('controlling', 'lights')",1,controlling lights
"('stocked', 'recommend')",1,stocked recommend
"('recommend', 'amazing')",1,recommend amazing
"('stayed', 'friends')",1,stayed friends
"('coast', 'modern')",1,coast modern
"('excellent', 'would')",1,excellent would
"('centrally', 'placed')",1,centrally placed
"('placed', 'harbour')",1,placed harbour
"('harbour', 'shuttle')",1,harbour shuttle
"('shuttle', 'boats')",1,shuttle boats
"('boats', 'islands')",1,boats islands
"('islands', 'amalfi')",1,islands amalfi
"('art', 'form')",1,art form
"('pool', 'lovely')",1,pool lovely
"('form', 'atmosphere')",1,form atmosphere
"('atmosphere', 'excellent')",1,atmosphere excellent
"('excellent', 'rooms')",1,excellent rooms
"('rooms', 'beluga')",1,rooms beluga
"('beluga', 'bistro')",1,beluga bistro
"('bistro', '9th')",1,bistro 9th
"('serves', 'excellent')",1,serves excellent
"('lovely', 'restaurant')",1,lovely restaurant
"('toiletries', 'great')",1,toiletries great
"('friends', 'nights')",1,friends nights
"('comfortable', 'rooms')",1,comfortable rooms
"('nights', 'staff')",1,nights staff
"('anyone', 'great')",1,anyone great
"('distance', 'restaurants')",1,distance restaurants
"('restaurants', 'nothing')",1,restaurants nothing
"('trouble', 'member')",1,trouble member
"('amazing', 'lovely')",1,amazing lovely
"('hotel', 'comfortable')",1,hotel comfortable
"('rooms', 'views')",1,rooms views
"('great', 'toiletries')",1,great toiletries
"('port', 'excellent')",1,port excellent
"('service', 'lovely')",1,service lovely
"('lovely', 'amenities')",1,lovely amenities
"('amenities', 'including')",1,amenities including
"('including', 'famous')",1,including famous
"('famous', 'local')",1,famous local
"('local', 'chocolates')",1,local chocolates
"('misconception', 'five')",1,misconception five
"('maybe', 'misconception')",1,maybe misconception
"('nothing', 'maybe')",1,nothing maybe
"('great', 'feeling')",1,great feeling
"('tub', 'deck')",1,tub deck
"('deck', 'views')",1,deck views
"('views', 'breakfast')",1,views breakfast
"('breakfast', 'vesuvius')",1,breakfast vesuvius
"('vesuvius', 'exquisite')",1,vesuvius exquisite
"('exquisite', 'gives')",1,exquisite gives
"('gives', 'great')",1,gives great
"('feeling', 'port')",1,feeling port
"('enjoyed', 'spending')",1,enjoyed spending
"('port', 'highly')",1,port highly
"('recommend', 'stayed')",1,recommend stayed
"('honeymoon', 'thought')",1,honeymoon thought
"('thought', 'would')",1,thought would
"('would', 'splurge')",1,would splurge
"('splurge', 'wellness')",1,splurge wellness
"('suite', 'massage')",1,suite massage
"('spending', 'time')",1,spending time
"('much', 'enjoyed')",1,much enjoyed
"('reservations', 'restaurant')",1,reservations restaurant
"('love', 'come')",1,love come
"('standard', 'looked')",1,standard looked
"('looked', 'forward')",1,looked forward
"('forward', 'little')",1,forward little
"('little', 'treats')",1,little treats
"('treats', 'left')",1,treats left
"('behind', 'would')",1,behind would
"('hotel', 'would')",1,hotel would
"('come', 'great')",1,come great
"('facilities', 'much')",1,facilities much
"('hotel', 'knowledge')",1,hotel knowledge
"('knowledge', 'staff')",1,knowledge staff
"('staff', 'ask')",1,staff ask
"('ask', 'places')",1,ask places
"('eat', 'drink')",1,eat drink
"('drink', 'excellent')",1,drink excellent
"('excellent', 'facilities')",1,excellent facilities
"('massage', 'reservations')",1,massage reservations
"('restaurant', 'make')",1,restaurant make
"('issue', 'nothing')",1,issue nothing
"('drain', 'cleaned')",1,drain cleaned
"('ran', 'reception')",1,ran reception
"('reception', 'help')",1,reception help
"('help', 'cleaning')",1,help cleaning
"('cleaning', 'staff')",1,cleaning staff
"('staff', 'sent')",1,staff sent
"('sent', 'chalked')",1,sent chalked
"('chalked', 'drain')",1,chalked drain
"('cleaned', 'properly')",1,cleaned properly
"('mess', 'husband')",1,mess husband
"('properly', 'ahead')",1,properly ahead
"('ahead', 'stay')",1,ahead stay
"('stay', 'beyond')",1,stay beyond
"('beyond', 'problem')",1,beyond problem
"('problem', 'addressed')",1,problem addressed
"('addressed', 'apology')",1,addressed apology
"('apology', 'issue')",1,apology issue
"('husband', 'ran')",1,husband ran
"('soak', 'mess')",1,soak mess
"('make', 'special')",1,make special
"('entire', 'bathroom')",1,entire bathroom
"('special', 'incredibly')",1,special incredibly
"('incredibly', 'excited')",1,incredibly excited
"('excited', 'first')",1,excited first
"('first', 'five')",1,first five
"('experience', 'unfortunately')",1,experience unfortunately
"('unfortunately', 'using')",1,unfortunately using
"('shower', 'entire')",1,shower entire
"('bathroom', 'flooded')",1,bathroom flooded
"('help', 'soak')",1,help soak
"('flooded', 'panicking')",1,flooded panicking
"('panicking', 'hands')",1,panicking hands
"('hands', 'knees')",1,hands knees
"('knees', 'towels')",1,knees towels
"('towels', 'robes')",1,towels robes
"('robes', 'anything')",1,robes anything
"('find', 'help')",1,find help
"('excellent', 'food')",1,excellent food
"('good', 'view')",1,good view
"('view', 'naples')",1,view naples
"('experience', 'awesome')",1,experience awesome
"('covers', 'duvet')",1,covers duvet
"('duvet', 'pillows')",1,duvet pillows
"('pillows', 'fsoft')",1,pillows fsoft
"('fsoft', 'furnishings')",1,fsoft furnishings
"('furnishings', 'cushions')",1,furnishings cushions
"('cushions', 'etc')",1,cushions etc
"('etc', 'great')",1,etc great
"('awesome', 'service')",1,awesome service
"('clean', 'allergy')",1,clean allergy
"('service', 'beautiful')",1,service beautiful
"('property', 'fantastics')",1,property fantastics
"('fantastics', 'spa')",1,fantastics spa
"('location', 'checked')",1,location checked
"('checked', 'see')",1,checked see
"('see', 'hotels')",1,see hotels
"('hotels', 'cities')",1,hotels cities
"('allergy', 'covers')",1,allergy covers
"('cleanliness', 'room')",1,cleanliness room
"('bad', 'back')",1,bad back
"('somewhere', 'stay')",1,somewhere stay
"('rooftop', 'actually')",1,rooftop actually
"('actually', 'mostly')",1,actually mostly
"('mostly', 'giant')",1,mostly giant
"('ships', 'parking')",1,ships parking
"('lot', 'overall')",1,lot overall
"('overall', 'looking')",1,overall looking
"('looking', 'somewhere')",1,looking somewhere
"('modernity', 'many')",1,modernity many
"('mites', 'cleanliness')",1,mites cleanliness
"('located', 'loved')",1,located loved
"('hotel', 'suffered')",1,hotel suffered
"('suffered', 'severe')",1,suffered severe
"('severe', 'allergies')",1,severe allergies
"('allergies', 'dust')",1,allergies dust
"('dust', 'dust')",1,dust dust
"('dust', 'mites')",1,dust mites
"('cities', 'bad')",1,cities bad
"('loved', 'location')",1,loved location
"('less', 'ideal')",1,less ideal
"('view', 'breath')",1,view breath
"('pool', 'although')",1,pool although
"('although', 'small')",1,although small
"('small', 'practical')",1,small practical
"('practical', 'heated')",1,practical heated
"('heated', 'water')",1,heated water
"('water', 'jacuzzi')",1,water jacuzzi
"('jacuzzi', 'view')",1,jacuzzi view
"('breath', 'taking')",1,breath taking
"('prefer', 'stay')",1,prefer stay
"('taking', 'coffee')",1,taking coffee
"('house', 'excellent')",1,house excellent
"('choice', 'food')",1,choice food
"('food', 'service')",1,food service
"('service', 'impeccable')",1,service impeccable
"('impeccable', 'thing')",1,impeccable thing
"('thing', 'found')",1,thing found
"('amazing', 'room')",1,amazing room
"('would', 'prefer')",1,would prefer
"('location', 'even')",1,location even
"('waterfront', 'walks')",1,waterfront walks
"('though', 'construction')",1,though construction
"('construction', 'nearby')",1,construction nearby
"('nearby', 'view')",1,nearby view
"('vesuvius', 'terrific')",1,vesuvius terrific
"('terrific', 'close')",1,terrific close
"('shopping', 'restaurants')",1,shopping restaurants
"('restaurants', 'waterfront')",1,restaurants waterfront
"('walks', 'etc')",1,walks etc
"('back', 'napoli')",1,back napoli
"('etc', 'modern')",1,etc modern
"('stayed', 'service')",1,stayed service
"('clean', 'time')",1,clean time
"('time', 'eat')",1,time eat
"('restaurant', 'food')",1,restaurant food
"('food', 'looked')",1,food looked
"('amazing', 'ever')",1,amazing ever
"('ideal', 'view')",1,ideal view
"('area', 'less')",1,area less
"('naples', 'bay')",1,naples bay
"('beyond', 'make')",1,beyond make
"('evenings', 'naples')",1,evenings naples
"('wonderful', 'week')",1,wonderful week
"('week', 'capri')",1,week capri
"('modern', 'exceeded')",1,modern exceeded
"('exceeded', 'high')",1,exceeded high
"('expectations', 'simone')",1,expectations simone
"('simone', 'went')",1,simone went
"('sure', 'star')",1,sure star
"('regularly', 'spent')",1,regularly spent
"('nice', 'bonus')",1,nice bonus
"('well', 'pool')",1,well pool
"('pool', 'unfortunately')",1,pool unfortunately
"('unfortunately', 'able')",1,unfortunately able
"('able', 'enjoy')",1,able enjoy
"('enjoy', 'pool')",1,enjoy pool
"('pool', 'due')",1,pool due
"('spent', 'evenings')",1,spent evenings
"('staffed', 'regularly')",1,staffed regularly
"('proximity', 'smokers')",1,proximity smokers
"('good', 'though')",1,good though
"('vesuvius', 'price')",1,vesuvius price
"('price', 'staff')",1,price staff
"('staff', 'including')",1,staff including
"('including', 'ciro')",1,including ciro
"('ciro', 'francesco')",1,ciro francesco
"('francesco', 'attentive')",1,francesco attentive
"('helpful', 'hotel')",1,helpful hotel
"('though', 'would')",1,though would
"('open', 'staffed')",1,open staffed
"('would', 'lively')",1,would lively
"('lively', 'atmosphere')",1,lively atmosphere
"('atmosphere', 'ground')",1,atmosphere ground
"('ground', 'floor')",1,ground floor
"('floor', 'lobby')",1,floor lobby
"('bar', 'facilities')",1,bar facilities
"('facilities', 'open')",1,facilities open
"('due', 'close')",1,due close
"('smokers', 'buffet')",1,smokers buffet
"('beautiful', 'surrounding')",1,beautiful surrounding
"('massage', 'mediocre')",1,massage mediocre
"('nice', 'also')",1,nice also
"('also', 'added')",1,also added
"('added', 'couples')",1,added couples
"('massage', 'recommend')",1,massage recommend
"('recommend', 'definitely')",1,recommend definitely
"('definitely', 'use')",1,definitely use
"('area', 'couples')",1,area couples
"('mediocre', 'best')",1,mediocre best
"('actually', 'facilities')",1,actually facilities
"('best', 'considering')",1,best considering
"('considering', '260')",1,considering 260
"('260', 'euros')",1,260 euros
"('euros', 'charged')",1,euros charged
"('charged', 'pool')",1,charged pool
"('pool', 'rooftop')",1,pool rooftop
"('rooftop', 'also')",1,rooftop also
"('facilities', 'nice')",1,facilities nice
"('relaxing', 'actually')",1,relaxing actually
"('breakfast', 'lovely')",1,breakfast lovely
"('future', 'stayed')",1,future stayed
"('lovely', 'excellent')",1,lovely excellent
"('service', 'would')",1,service would
"('recommend', 'property')",1,recommend property
"('property', 'without')",1,property without
"('hesitation', 'look')",1,hesitation look
"('forward', 'returning')",1,forward returning
"('returning', 'future')",1,returning future
"('honeymoon', 'flying')",1,honeymoon flying
"('spa', 'extremely')",1,spa extremely
"('flying', 'naples')",1,flying naples
"('naples', 'back')",1,naples back
"('home', 'next')",1,home next
"('day', 'overall')",1,day overall
"('overall', 'upon')",1,overall upon
"('extremely', 'friendly')",1,extremely friendly
"('rate', 'access')",1,rate access
"('enjoyed', 'staying')",1,enjoyed staying
"('selection', 'excellent')",1,selection excellent
